category,scientific_name,common_names,conservation_status,primary_common_name
Bird,Catherpes mexicanus,Canyon Wren,Not Evaluated,Canyon Wren
Bird,Salpinctes obsoletus,Rock Wren,Not Evaluated,Rock Wren
Bird,Ixoreus naevius,Varied Thrush,Not Evaluated,Varied Thrush
Bird,Myadestes townsendi,Townsend's Solitaire,Not Evaluated,Townsend's Solitaire
Bird,Sialia currucoides,Mountain Bluebird,Not Evaluated,Mountain Bluebird
Bird,Sialia mexicana,Western Bluebird,Species of Concern,Western Bluebird
Bird,Contopus sordidulus,"Western Wood Pewee, Western Wood-Pewee",Not Evaluated,Western Wood Pewee
Bird,Empidonax hammondii,Hammond's Flycatcher,Not Evaluated,Hammond's Flycatcher
Bird,Empidonax oberholseri,Dusky Flycatcher,Not Evaluated,Dusky Flycatcher
Bird,Empidonax occidentalis,Cordilleran Flycatcher,Not Evaluated,Cordilleran Flycatcher
Bird,Empidonax wrightii,"Gray Flycatcher, Grey Flycatcher",Not Evaluated,Gray Flycatcher
Bird,Myiarchus cinerascens,Ash-Throated Flycatcher,Not Evaluated,Ash-Throated Flycatcher
Bird,Sayornis saya,Say's Phoebe,Not Evaluated,Say's Phoebe
Bird,Bubulcus ibis,"Cattle Egret, Western Cattle Egret",Not Evaluated,Cattle Egret
Bird,Egretta thula,Snowy Egret,Not Evaluated,Snowy Egret
Bird,Egretta tricolor,Tricolored Heron,Not Evaluated,Tricolored Heron
Bird,Plegadis chihi,White-Faced Ibis,Species of Concern,White-Faced Ibis
Bird,Plegadis falcinellus,Glossy Ibis,Not Evaluated,Glossy Ibis
Bird,Melanerpes lewis,"Lewis' Woodpecker, Lewis's Woodpecker",Not Evaluated,Lewis' Woodpecker
Bird,Picoides albolarvatus,White-Headed Woodpecker,Not Evaluated,White-Headed Woodpecker
Bird,Picoides dorsalis,American Three-Toed Woodpecker,Not Evaluated,American Three-Toed Woodpecker
Bird,Sphyrapicus nuchalis,Red-Naped Sapsucker,Not Evaluated,Red-Naped Sapsucker
Bird,Sphyrapicus thyroideus,Williamson's Sapsucker,Species of Concern,Williamson's Sapsucker
Bird,Aechmophorus clarkii,Clark's Grebe,Not Evaluated,Clark's Grebe
Bird,Aechmophorus occidentalis,Western Grebe,Species of Concern,Western Grebe
Bird,Podiceps grisegena,Red-Necked Grebe,Not Evaluated,Red-Necked Grebe
Bird,Podiceps nigricollis,"Black-Necked Grebe, Eared Grebe",Not Evaluated,Black-Necked Grebe
Bird,Psiloscops flammeolus,Flammulated Owl,Not Evaluated,Flammulated Owl
Bird,Aegolius funereus,Boreal Owl,Not Evaluated,Boreal Owl
Bird,Athene cunicularia,Burrowing Owl,Not Evaluated,Burrowing Owl
Bird,Bubo scandiacus,Snowy Owl,Not Evaluated,Snowy Owl
Bird,Glaucidium gnoma,"Mountain Pygmy Owl, Northern Pygmy-Owl",Not Evaluated,Mountain Pygmy Owl
Bird,Megascops kennicottii,Western Screech-Owl,Not Evaluated,Western Screech-Owl
Bird,Strix nebulosa,"Great Gray Owl, Great Grey Owl",Not Evaluated,Great Gray Owl
Reptile,Charina bottae,Rubber Boa,Not Evaluated,Rubber Boa
Reptile,Coluber constrictor,Racer,Not Evaluated,Racer
Reptile,Pituophis catenifer sayi,Bullsnake,Not Evaluated,Bullsnake
Reptile,Thamnophis elegans vagrans,Wandering Garter Snake,Not Evaluated,Wandering Garter Snake
Reptile,Thamnophis sirtalis fitchi,Valley Garter Snake,Not Evaluated,Valley Garter Snake
Reptile,Phrynosoma hernandesi,Greater Short-Horned Lizard,Not Evaluated,Greater Short-Horned Lizard
Reptile,Sceloporus graciosus graciosus,Northern Sagebrush Lizard,Species of Concern,Northern Sagebrush Lizard
Reptile,Crotalus viridis viridis,Prairie Rattlesnake,Not Evaluated,Prairie Rattlesnake
Reptile,Chrysemys picta bellii,Western Painted Turtle,Not Evaluated,Western Painted Turtle
Amphibian,Anaxyrus boreas boreas,Boreal Toad,Not Evaluated,Boreal Toad
Amphibian,Bufo woodhousii,Woodhouse's Toad,Not Evaluated,Woodhouse's Toad
Amphibian,Pseudacris maculata,Boreal Chorus Frog,Not Evaluated,Boreal Chorus Frog
Amphibian,Rana luteiventris,Columbia Spotted Frog,Species of Concern,Columbia Spotted Frog
Amphibian,Spea bombifrons,Plains Spadefoot,Not Evaluated,Plains Spadefoot
Amphibian,Spea intermontana,Great Basin Spadefoot,Not Evaluated,Great Basin Spadefoot
Amphibian,Ambystoma mavortium melanostictum,Blotched Tiger Salamander,Not Evaluated,Blotched Tiger Salamander
Fish,Catostomus ardens,Utah Sucker,Not Evaluated,Utah Sucker
Fish,Catostomus catostomus,Longnose Sucker,Not Evaluated,Longnose Sucker
Fish,Catostomus platyrhynchus,Mountain Sucker,Not Evaluated,Mountain Sucker
Fish,Chasmistes liorus,June Sucker,Endangered,June Sucker
Fish,Couesius plumbeus,Lake Chub,Not Evaluated,Lake Chub
Fish,Gila atraria,Utah Chub,Not Evaluated,Utah Chub
Fish,Rhinichthys osculus,Speckled Dace,Not Evaluated,Speckled Dace
Fish,Richardsonius balteatus,Redside Shiner,Not Evaluated,Redside Shiner
Fish,Oncorhynchus clarki behnkei,Finespotted Snake River Cutthroat Trout,Not Evaluated,Finespotted Snake River Cutthroat Trout
Fish,Oncorhynchus clarkii bouvieri,Yellowstone Cutthroat Trout,Not Evaluated,Yellowstone Cutthroat Trout
Fish,Oncorhynchus clarkii lewisi,Westslope Cutthroat Trout,Not Evaluated,Westslope Cutthroat Trout
Fish,Oncorhynchus mykiss,Rainbow Trout,Threatened,Rainbow Trout
Fish,Prosopium williamsoni,Mountain Whitefish,Not Evaluated,Mountain Whitefish
Fish,Salvelinus namaycush,Lake Trout,Not Evaluated,Lake Trout
Fish,Thymallus arcticus,Arctic Grayling,Not Evaluated,Arctic Grayling
Fish,Cottus bairdii,Mottled Sculpin,Species of Concern,Mottled Sculpin
Vascular Plant,Dodecatheon pulchellum var. pulchellum,"Beautiful Shooting Star, Shooting Star, Slimpod Shooting Star",Not Evaluated,Beautiful Shooting Star
Vascular Plant,Alisma triviale,"Northern Water Plantain, Northern Water-Plantain",Not Evaluated,Northern Water Plantain
Vascular Plant,Sagittaria cuneata,"Arumleaf Arrowhead, Arum-Leaf Arrowhead, Nothern Arrowhead, Wapato",Not Evaluated,Arumleaf Arrowhead
Vascular Plant,Lemna gibba,Swollen Duckweed,Not Evaluated,Swollen Duckweed
Vascular Plant,Lemna trisulca,"Ivy-Leaf Duckweed, Star Duckweed",Not Evaluated,Ivy-Leaf Duckweed
Vascular Plant,Lemna turionifera,Turion Duckweed,Not Evaluated,Turion Duckweed
Vascular Plant,Lysichiton americanus,American Skunkcabbage,Not Evaluated,American Skunkcabbage
Vascular Plant,Elodea canadensis,"Broad Waterweed, Canada Waterweed, Canadian Waterweed",Not Evaluated,Broad Waterweed
Vascular Plant,Najas flexilis,"Nodding Waternymph, Slender Naiad, Wavy Waternymph",Species of Concern,Nodding Waternymph
Vascular Plant,Triglochin palustre,Slender Arrow-Grass,Not Evaluated,Slender Arrow-Grass
Vascular Plant,Potamogeton alpinus,Alpine Pondweed,Not Evaluated,Alpine Pondweed
Vascular Plant,Potamogeton foliosus ssp. fibrillosus,Leafy Pondweed,Not Evaluated,Leafy Pondweed
Vascular Plant,Potamogeton foliosus ssp. foliosus,Leafy Pondweed,Not Evaluated,Leafy Pondweed
Vascular Plant,Potamogeton friesii,"Flat-Stalk Pondweed, Fries' Pondweed",Not Evaluated,Flat-Stalk Pondweed
Vascular Plant,Potamogeton gramineus,"Grassy Pondweed, Variableleaf Pondweed",Not Evaluated,Grassy Pondweed
Vascular Plant,Potamogeton natans,"Broadleaf Pondweed, Floating Pondweed, Floatingleaf Pondweed",Not Evaluated,Broadleaf Pondweed
Vascular Plant,Potamogeton obtusifolius,Bluntleaf Pondweed,Not Evaluated,Bluntleaf Pondweed
Vascular Plant,Potamogeton praelongus,"Whitestem Pondweed, White-Stem Pondweed",Not Evaluated,Whitestem Pondweed
Vascular Plant,Potamogeton pusillus,"Baby Pondweed, Small Pondweed",Not Evaluated,Baby Pondweed
Vascular Plant,Potamogeton pusillus ssp. pusillus,Small Pondweed,Not Evaluated,Small Pondweed
Vascular Plant,Potamogeton pusillus ssp. tenuissimus,Small Pondweed,Not Evaluated,Small Pondweed
Vascular Plant,Potamogeton robbinsii,"Robbins Pondweed, Robbins' Pondweed",Not Evaluated,Robbins Pondweed
Vascular Plant,Potamogeton strictifolius,"Narrowleaf Pondweed, Straight-Leaf Pondweed",Not Evaluated,Narrowleaf Pondweed
Vascular Plant,Potamogeton zosteriformis,Flat-Stemmed Pondweed,Not Evaluated,Flat-Stemmed Pondweed
Vascular Plant,Stuckenia filiformis ssp. alpinus,"Fineleaf Pondweed, Northern Slender Pondweed",Not Evaluated,Fineleaf Pondweed
Vascular Plant,Stuckenia filiformis ssp. occidentalis,"Slender Pondweed, Western Fineleaf Pondweed",Not Evaluated,Slender Pondweed
Vascular Plant,Stuckenia vaginata,Sheathed Pondweed,Not Evaluated,Sheathed Pondweed
Vascular Plant,Zannichellia palustris,"Horned Pondweed, Horned Poolmat, Horned-Pondweed",Not Evaluated,Horned Pondweed
Vascular Plant,Ruppia cirrhosa,Spiral Ditchgrass,Not Evaluated,Spiral Ditchgrass
Vascular Plant,Scheuchzeria palustris,Rannoch-Rush,Not Evaluated,Rannoch-Rush
Vascular Plant,Angelica arguta,"Angelica, Lyall's Angelica, Sharptooth Angelica",Not Evaluated,Angelica
Vascular Plant,Angelica pinnata,"Smallleaf Angelica, Small-Leaf Angelica",Not Evaluated,Smallleaf Angelica
Vascular Plant,Angelica roseana,Rose Angelica,Not Evaluated,Rose Angelica
Vascular Plant,Bupleurum americanum,American Thorow Wax,Not Evaluated,American Thorow Wax
Vascular Plant,Cicuta maculata var. angustifolia,"Common Water Hemlock, Poison Parsnip, Spotted Cowbane, Spotted Parsley, Spotted Water Hemlock, Spotted Water-Hemlock, Water Hemlock",Not Evaluated,Common Water Hemlock
Vascular Plant,Cymopterus nivalis,Snowline Springparsley,Not Evaluated,Snowline Springparsley
Vascular Plant,Ligusticum canbyi,"Canby's Licorice-Root, Canby's Lovage",Not Evaluated,Canby's Licorice-Root
Vascular Plant,Ligusticum filicinum,"Fernleaf Licoriceroot, Fernleaf Licorice-Root",Not Evaluated,Fernleaf Licoriceroot
Vascular Plant,Lomatium ambiguum,Wyeth Biscuitroot,Not Evaluated,Wyeth Biscuitroot
Vascular Plant,Lomatium cous,"Cous Biscuitroot, Cous' Biscuitroot, Cous-Root Desert-Parsley",Not Evaluated,Cous Biscuitroot
Vascular Plant,Lomatium dissectum var. multifidum,Carrotleaf Biscuitroot,Not Evaluated,Carrotleaf Biscuitroot
Vascular Plant,Lomatium macrocarpum,"Bigseed Biscuitroot, Bigseed Lomatium, Largefruit Biscuitroot, Large-Fruit Desert-Parsley, Long Mamma",Not Evaluated,Bigseed Biscuitroot
Vascular Plant,Musineon divaricatum,"Leafy Musineon, Leafy Wild Parsley, Leafy Wildparsley, Wildparsley",Not Evaluated,Leafy Musineon
Vascular Plant,Orogenia linearifolia,"Great Basin Indian Potato, Indianpotato",Not Evaluated,Great Basin Indian Potato
Vascular Plant,Osmorhiza berteroi,"Mountain Sweetroot, Sweet Cicely, Sweetcicely",Not Evaluated,Mountain Sweetroot
Vascular Plant,Osmorhiza depauperata,"Blunt-Fruit Sweet-Cicely, Bluntseed Sweetroot",Not Evaluated,Blunt-Fruit Sweet-Cicely
Vascular Plant,Sanicula graveolens,"Northern Sanicle, Sierra Sanicle",Not Evaluated,Northern Sanicle
Vascular Plant,Sium suave,"Common Waterparsnip, Hemlock Waterparsnip, Hemlock Water-Parsnip",Species of Concern,Common Waterparsnip
Vascular Plant,Allium brandegeei,Brandegee's Onion,Not Evaluated,Brandegee's Onion
Vascular Plant,Allium brevistylum,Shortstyle Onion,Not Evaluated,Shortstyle Onion
Vascular Plant,Allium cernuum,Nodding Onion,Not Evaluated,Nodding Onion
Vascular Plant,Allium geyeri var. tenerum,Bulbil Onion,Not Evaluated,Bulbil Onion
Vascular Plant,Allium schoenoprasum,"Wild Chive, Wild Chives",Not Evaluated,Wild Chive
Vascular Plant,Allium textile,"Prairie Onion, Textile Onion, Wild Onion",Not Evaluated,Prairie Onion
Vascular Plant,Camassia quamash,"Common Camas, Small Camas",Not Evaluated,Common Camas
Vascular Plant,Maianthemum stellatum,"False Solomon's Seal, Little False Solomon's-Seal, Star False Solomon's-Seal, Star-Flower Solomon's-Seal, Starry False Lily Of The Valley, Starry False Solomon's Seal, Starry False Solomon's-Seal, Starry Solomon's-Seal",Not Evaluated,False Solomon's Seal
Vascular Plant,Triteleia grandiflora var. grandiflora,Largeflower Triteleia,Not Evaluated,Largeflower Triteleia
Vascular Plant,Yucca glauca,"Beargrass, Great Plains Yucca, Small Soapweed, Soapweed Yucca, Spanish Bayonet, Yucca",Not Evaluated,Beargrass
Vascular Plant,Iris missouriensis,"Rocky Mountain Iris, Western Blue Flag, Wild Iris, Wildiris",Species of Concern,Rocky Mountain Iris
Vascular Plant,Sisyrinchium idahoense var. idahoense,Idaho Blue-Eyed Grass,Not Evaluated,Idaho Blue-Eyed Grass
Vascular Plant,Sisyrinchium idahoense var. occidentale,Idaho Blue-Eyed Grass,Not Evaluated,Idaho Blue-Eyed Grass
Vascular Plant,Sisyrinchium montanum,"Mountain Blueeyed Grass, Mountain Blue-Eyed Grass, Strict Blue-Eyed Grass, Strict Blue-Eyed-Grass",Not Evaluated,Mountain Blueeyed Grass
Vascular Plant,Calypso bulbosa,"Fairy Slipper, Fairyslipper, Fairyslipper Orchid, Fairy-Slipper Orchid",Not Evaluated,Fairy Slipper
Vascular Plant,Corallorrhiza mertensiana,Pacific Coralroot,Not Evaluated,Pacific Coralroot
Vascular Plant,Corallorrhiza striata,"Hooded Coralroot, Striped Coralroot",Not Evaluated,Hooded Coralroot
Vascular Plant,Corallorrhiza trifida,"Early Coralroot, Yellow Coralroot",Not Evaluated,Early Coralroot
Vascular Plant,Epipactis gigantea,"Giant Helleborine, Stream Orchid",Not Evaluated,Giant Helleborine
Vascular Plant,Goodyera oblongifolia,"Rattlesnake Plantain, Western Rattlesnake Plantain",Not Evaluated,Rattlesnake Plantain
Vascular Plant,Listera borealis,"Northern Listera, Northern Twayblade",Not Evaluated,Northern Listera
Vascular Plant,Listera caurina,Northwestern Twayblade,Not Evaluated,Northwestern Twayblade
Vascular Plant,Listera convallarioides,"Broadleaf Twayblade, Broad-Lip Twayblade, Broadlipped Listera, Broadlipped Twayblade",Not Evaluated,Broadleaf Twayblade
Vascular Plant,Listera cordata,Heartleaf Twayblade,Not Evaluated,Heartleaf Twayblade
Vascular Plant,Piperia unalascensis,"Alaska Bog Orchid, Alaska Rein Orchid, Alaskan Rein-Orchid, Slender-Spire Orchid",Not Evaluated,Alaska Bog Orchid
Vascular Plant,Platanthera dilatata var. albiflora,Scentbottle,Not Evaluated,Scentbottle
Vascular Plant,Platanthera dilatata var. dilatata,Scentbottle,Not Evaluated,Scentbottle
Vascular Plant,Platanthera hyperborea,"Northern Bog Orchid, Northern Green Orchid",Not Evaluated,Northern Bog Orchid
Vascular Plant,Platanthera obtusata,"Bluntleaved Orchid, Northern Small Bog Orchid",Not Evaluated,Bluntleaved Orchid
Vascular Plant,Platanthera stricta,"Modoc Bog Orchid, Slender Bog Orchid",Not Evaluated,Modoc Bog Orchid
Vascular Plant,Spiranthes romanzoffiana,"Hooded Ladiestresses, Hooded Ladies'-Tresses, Hooded Lady's Tresses",Not Evaluated,Hooded Ladiestresses
Vascular Plant,Agoseris aurantiaca,"Orange Agoseris, Orange-Flowered False-Dandelion",Not Evaluated,Orange Agoseris
Vascular Plant,Agoseris glauca var. dasycephala,"Pale Agoseris, Pale Goat-Chicory",Not Evaluated,Pale Agoseris
Vascular Plant,Agoseris glauca var. glauca,Pale Agoseris,Not Evaluated,Pale Agoseris
Vascular Plant,Agoseris glauca var. laciniata,"Arizona Mountain Dandelion, False Agoseris",Not Evaluated,Arizona Mountain Dandelion
Vascular Plant,Agoseris lackschewitzii,Mill Creek Agoseris,Not Evaluated,Mill Creek Agoseris
Vascular Plant,Ambrosia psilostachya,"Cuman Ragweed, Perennial Ragweed, Western Ragweed",Not Evaluated,Cuman Ragweed
Vascular Plant,Anaphalis margaritacea,"Common Pearlyeverlasting, Pearly Everlasting, Pearly-Everlasting, Western Pearly Everlasting, Western Pearlyeverlasting",Not Evaluated,Common Pearlyeverlasting
